device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price,price_drop_percent
Samsung,Android,12.7,yes,no,13.0,2.0,16.0,4,2600,146,2013,1067,4.192831509,6.107713073,31.35185856167674
Samsung,Android,10.29,no,no,5.0,0.3,32.0,4,2100,139,2013,870,4.150882413,5.137267945,19.20058565292529
Samsung,Android,10.16,no,no,5.0,0.3,16.0,4,1500,118,2013,1068,3.523119986,4.865532448,27.590247857699612
Samsung,Android,13.34,yes,no,8.0,1.9,32.0,4,2600,163,2013,1075,4.225226615,5.186826991,18.539279942603347
Samsung,Android,7.8,no,no,8.0,1.9,16.0,4,1820,179,2013,683,4.387262901,6.37873174,31.220451340065296
Samsung,Android,10.29,yes,no,5.0,0.3,32.0,4,2100,134,2013,935,3.642049867,5.34958066,31.918965270821808
Samsung,Others,5.18,no,no,2.0,1.3,16.0,4,800,99,2013,544,3.2429829,4.247780701,23.65465337613718
Samsung,Android,10.16,yes,no,5.0,0.3,32.0,4,1800,121,2013,1032,3.460723361,5.179252259,33.18102328407944
Samsung,Android,12.88,yes,no,13.0,2.0,32.0,4,2800,154,2013,867,5.200208273,6.522871906,20.27732035920191
Samsung,Android,10.16,no,no,3.15,1.3,16.0,4,1500,126,2013,1018,3.526654599,4.784821514,26.29496024707934
Samsung,Android,10.24,no,no,5.0,0.3,16.0,4,1800,132,2013,1004,3.295836866,5.016749895,34.303345094304326
Samsung,Android,7.75,no,no,3.0,1.3,16.0,4,1300,118,2013,705,3.434632158,4.373994463,21.476074397124815
Samsung,Android,7.75,no,no,3.0,1.3,16.0,4,1300,118,2013,600,3.074543454,4.280962432,28.181022308957278
Samsung,Android,10.16,no,no,2.0,1.3,16.0,4,1500,121,2013,807,3.330774917,4.48919801,25.804678038694938
Samsung,Android,25.43,yes,no,8.0,2.0,16.0,4,8220,130,2013,971,4.773815312,5.915581924,19.301002448596968
Samsung,Android,12.88,yes,no,13.0,2.0,16.0,4,3200,168,2013,563,4.089164502,6.037679971,32.27258613174349
Samsung,Others,5.18,no,no,2.0,1.3,16.0,4,1200,99,2013,552,3.450622265,4.384398819,21.297710188987267
Samsung,Android,10.16,no,no,5.0,1.3,16.0,4,1750,130,2013,724,3.353406718,4.933394214,32.0263783404194
Samsung,Others,7.62,no,no,2.0,1.3,256.0,0,1000,118,2013,1005,4.088829382,4.79785453,14.777962599045292
Samsung,Windows,12.12,yes,no,8.0,1.2,16.0,4,2000,144,2013,1080,4.569232079,5.736507779,20.348193447468528
Samsung,Android,10.24,yes,no,16.0,1.9,32.0,4,2330,208,2013,831,4.445705411,5.640096923,21.17679054644147
Samsung,Android,10.16,yes,no,5.0,0.3,16.0,4,1500,115,2013,674,3.375537635,4.866764924,30.641037984928154
Samsung,Android,10.24,yes,no,8.0,1.9,32.0,4,1900,107,2013,1073,4.03724497,5.431010908,25.663103271380884
Samsung,Android,12.7,yes,no,8.0,2.0,16.0,4,2600,153,2013,1086,4.140114296,5.733858942,27.79532357041371
Samsung,Android,20.32,yes,no,5.0,1.3,16.0,4,4450,314,2013,971,4.783567386,5.59697647,14.533008819313487
Samsung,Android,25.43,yes,no,3.15,1.3,16.0,4,6800,510,2013,969,4.71357606,5.674628257,16.93594987150891
Samsung,Android,25.43,no,no,3.15,1.3,16.0,4,6800,510,2013,1087,5.030699325,5.80733135,13.373303126572939
Samsung,Android,25.43,no,no,3.15,1.3,16.0,4,6800,510,2013,774,4.979213424,5.560258465,10.449964595305918
Samsung,Android,7.82,no,no,5.0,1.9,16.0,4,1500,119,2013,783,3.571221411,4.50335892,20.698716792486984
Samsung,Android,10.24,no,no,5.0,0.3,32.0,4,1800,124,2013,822,4.178072778,5.082955956,17.802302161045922
Samsung,Android,17.78,no,no,3.15,1.3,32.0,4,4000,302,2013,849,4.244774041,4.933466231,13.95960077060066
Samsung,Android,17.78,yes,no,3.15,1.3,32.0,4,4000,306,2013,614,4.547752915,5.008499682,9.199297119971343
Samsung,Android,15.32,yes,no,8.0,1.9,32.0,4,3200,199,2013,745,4.083789048,5.706013318,28.4300820834502
Samsung,Android,12.9,no,no,8.0,1.9,32.0,4,2600,182,2013,704,4.553666343,5.636038823,19.20448942940151
Samsung,Android,10.16,no,no,3.15,1.3,16.0,4,1500,128,2013,984,3.824065727,5.135327738,25.534144613537034
Samsung,Android,10.34,no,no,5.0,0.3,32.0,4,2000,143,2013,763,3.860729711,5.130017051,24.742361036647566
Samsung,Android,7.62,no,no,2.0,1.3,16.0,4,1200,100,2013,715,3.431403224,4.500920165,23.762184215502526
Samsung,Android,7.62,no,no,2.0,1.3,16.0,4,1200,100,2013,737,3.371081758,4.258587006,20.840369041411574
Samsung,Android,12.7,yes,no,13.0,2.0,16.0,4,2600,130,2013,574,3.883211924,5.796908453,33.01236416817363
Samsung,Android,12.7,no,no,13.0,2.0,16.0,4,2600,130,2013,985,4.100326634,5.768539722,28.919157505976518
Samsung,Android,12.7,no,no,13.0,2.0,16.0,4,2600,132,2013,1032,4.864607093,6.135759677,20.717118187743523
Samsung,Android,12.7,yes,no,13.0,2.0,16.0,4,2600,130,2013,887,4.800819203,6.087865041,21.14116901955153
Samsung,Android,20.32,yes,no,5.0,1.3,16.0,4,4600,338,2013,644,4.963473803,5.770163048,13.980354424813118
Samsung,Android,20.32,no,no,5.0,1.3,16.0,4,4600,338,2013,552,4.76669362,5.631068402,15.350102685540074
Samsung,Android,5.28,no,no,2.0,1.3,16.0,4,1200,96,2013,965,3.741234684,4.782897874,21.778913483863352
Samsung,Others,7.75,no,no,3.15,1.3,16.0,4,1000,130,2013,913,3.612538221,4.378018613,17.484630826534133
Samsung,Others,7.62,no,no,3.15,1.3,16.0,4,1000,130,2013,866,3.335413641,4.236422661,21.26815693567549
Samsung,Others,7.62,no,no,2.0,1.3,16.0,4,1000,89,2013,542,2.855895328,4.073971772,29.898990767970403
Samsung,Others,5.28,no,no,1.3,1.3,16.0,4,1000,130,2013,620,3.283539338,3.880119456,15.375302867994996
Samsung,Android,8.31,no,no,3.15,1.3,16.0,4,1300,112,2013,611,3.569250967,4.507336826,20.812419732840272
Samsung,Android,7.75,no,no,5.0,0.3,16.0,4,1300,120,2013,777,3.193352868,4.795046467,33.403088166569795
Samsung,Android,10.29,yes,no,5.0,1.3,32.0,4,2000,139,2013,1024,3.90479696,5.188167623,24.73649188415977
Samsung,Android,10.16,no,no,5.0,0.3,16.0,4,1700,148,2013,950,4.305685401,5.243438705,17.884318989097444
Samsung,Android,10.24,no,no,8.0,2.0,32.0,4,1650,121,2013,963,4.14234076,5.34596402,22.51461580169783
Samsung,Windows,10.16,yes,no,5.0,1.2,32.0,4,2100,125,2013,713,3.978933711,5.293857436,24.838668983756136
Samsung,Android,11.81,yes,no,8.0,1.9,32.0,4,2100,134,2013,785,3.981922133,4.702750514,15.32780399160252
Others,Android,15.29,yes,no,22.6,8.0,128.0,4,3130,146,2019,262,4.873669439,6.39582905,23.79925415611287
Others,Android,15.21,yes,no,12.0,16.0,64.0,4,2900,165,2018,417,4.816645932,5.994235704,19.64536982111306
Others,Android,12.88,yes,no,12.0,13.0,32.0,4,4000,175,2018,607,4.631325143,5.700844831,18.760722659634173
Others,Android,12.83,yes,no,12.0,8.0,64.0,4,2700,140,2018,470,4.273745191,5.992863568,28.686092341223144
Others,Android,15.24,yes,no,12.0,16.0,64.0,4,3200,167,2018,518,5.100110301,5.995655752,14.936572212326713
Others,Android,15.24,yes,no,12.0,16.3,64.0,4,3130,181,2018,412,4.831986983,5.854441351,17.46459323271475
Others,Android,15.24,yes,no,12.0,16.0,64.0,4,3200,165,2018,532,5.128833059,5.990088601,14.37801006576464
Others,Android,12.83,yes,no,16.0,20.0,64.0,4,3020,140,2018,666,5.001930853,5.518376165,9.358646394486957
Others,Android,12.75,yes,no,12.0,8.0,16.0,4,3100,165,2018,665,4.213312081,4.690797272,10.179190515228056
Others,Android,12.83,yes,no,12.0,5.0,32.0,4,5000,165,2018,709,4.469350463,5.13732668,13.00240881313782
Others,Android,12.83,yes,no,13.0,8.0,128.0,4,3020,140,2017,623,4.882423063,6.110358077,20.095958346894108
Others,Android,12.88,yes,no,16.0,13.0,64.0,4,3100,185,2017,864,5.147145579,5.938248353,13.322157090319992
Others,Android,12.83,yes,no,16.0,8.0,32.0,4,3000,160,2016,991,4.487062098,5.797546004,22.604113966423643
Others,Android,12.83,yes,no,13.0,13.0,64.0,4,2600,151,2016,866,4.782897874,5.481638424,12.746928855079847
Others,Android,12.88,yes,no,13.0,2.1,32.0,4,3000,168,2015,703,4.678420648,5.829856967,19.75067871334963
Others,Android,12.75,yes,no,8.0,2.1,16.0,4,2030,154,2015,1043,4.162781724,5.700075613,26.969710463032058
Others,Android,12.7,yes,no,8.0,1.2,32.0,4,2040,141,2014,1076,3.865350597,5.205653682,25.747065918627516
Others,Android,12.7,yes,no,12.0,8.0,64.0,4,4900,335,2018,426,5.320225619,6.55075171,18.784502076632663
Others,Android,10.16,yes,no,8.0,1.0,16.0,4,4800,290,2014,654,5.21384821,6.551208898,20.41395273486514
Others,Android,6.68,yes,no,5.0,2.0,32.0,4,4800,270,2014,997,4.456089963,6.19311885,28.04772408008931
Sony,Android,15.37,yes,no,,8.0,64.0,4,3330,180,2019,328,5.468439816,6.907495245,20.83324530757603
Sony,Android,15.37,yes,no,,8.0,64.0,4,3000,180,2019,252,4.772801027,6.061689992,21.262865087146146
Sony,Android,15.24,yes,no,,8.0,64.0,4,2870,162,2019,235,4.914271226,5.862579486,16.17561454415391
Sony,Android,12.88,yes,no,,8.0,32.0,4,3300,156,2019,195,4.319885238,5.28902432,18.323589066045358
Sony,Android,15.24,yes,no,19.0,13.0,64.0,4,3300,193,2018,662,5.340418543,6.214248034,14.061709256196703
Sony,Android,15.24,yes,no,23.0,8.0,64.0,4,3580,205,2018,556,4.823421791,5.941906588,18.823668471309194
Sony,Android,12.9,yes,no,19.0,13.0,64.0,4,3540,236,2018,520,5.208720833,6.800615403,23.40809582170692
Sony,Android,12.88,yes,no,19.0,5.0,64.0,4,3180,198,2018,717,4.473807868,6.13222599,27.044308619813286
Sony,Android,12.7,yes,no,19.0,5.0,64.0,4,2870,168,2018,703,4.502694394,6.155537269,26.851317809802055
Sony,Android,15.24,yes,no,23.0,8.0,32.0,4,3580,221,2018,454,4.915665057,5.800001332,15.247173653580118
Sony,Android,12.75,yes,no,23.0,8.0,32.0,4,3300,171,2018,436,4.637056375,5.598421959,17.172081544416507
Sony,Android,12.83,yes,no,13.0,8.0,32.0,4,3300,178,2018,694,4.678327707,5.246866165,10.835772061283363
Sony,Android,12.75,yes,no,19.0,13.0,64.0,4,2700,155,2017,636,4.511408806,5.559604128,18.85377623778899
Sony,Android,12.83,yes,no,23.0,8.0,32.0,4,3430,189,2017,728,4.728183962,5.600567803,15.576703500182578
Sony,Android,10.31,yes,no,19.0,8.0,32.0,4,2700,140,2017,747,4.598145571,5.796483192,20.67352878127694
Sony,Android,12.83,yes,no,13.0,5.0,16.0,4,2620,180,2017,786,4.108904714,5.248759408,21.71664969559602
Sony,Android,12.75,yes,no,19.0,13.0,32.0,4,2900,161,2017,661,4.553982149,5.702648499,20.142681952103953
Sony,Android,13.87,yes,no,19.0,13.0,64.0,4,3230,195,2017,675,4.938494616,6.038872805,18.221582479579975
Sony,Android,15.24,yes,no,23.0,16.0,32.0,4,2700,188,2017,705,4.931159093,5.630638141,12.422731322524186
Sony,Android,12.7,yes,no,23.0,8.0,32.0,4,2300,143,2017,615,4.592793915,5.139731867,10.64137130404901
Sony,Android,10.31,yes,no,23.0,5.0,32.0,4,2700,135,2016,922,4.66192852,5.519098129,15.530972433630371
Sony,Android,12.75,yes,no,23.0,13.0,32.0,4,2900,161,2016,603,4.869916227,5.525771613,11.869028109251316
Sony,Android,12.7,yes,no,13.0,5.0,16.0,4,2300,147,2016,853,4.02731405,5.010435274,19.62147338977878
Sony,Android,15.24,yes,no,21.5,16.0,16.0,4,2700,202,2016,1091,4.864066907,5.521460918,11.906160720198002
Sony,Android,12.7,yes,no,23.0,13.0,32.0,4,2700,164,2016,1066,5.1075805,5.700109069,10.395039144469392
Sony,Android,12.7,yes,no,23.0,13.0,32.0,4,2620,153,2016,818,4.768139014,5.293304825,9.921321903089153
Sony,Android,12.7,yes,no,13.0,8.0,16.0,4,2300,137,2016,555,4.543294782,5.301063592,14.294656097760692
Sony,Android,12.7,yes,no,13.0,8.0,16.0,4,2300,137,2016,621,4.325720798,5.297817242,18.34899921223066
Sony,Android,12.83,yes,no,23.0,5.1,32.0,4,3430,180,2015,793,4.935193099,5.703982455,13.478115721167661
Sony,Android,12.83,yes,no,23.0,5.1,32.0,4,3430,180,2015,1016,4.848430041,5.483343596,11.578948936615202
Sony,Android,12.75,yes,no,23.0,5.1,32.0,4,2900,154,2015,694,4.703657133,5.523538758,14.843412184127919
Sony,Android,12.75,yes,no,23.0,5.1,32.0,4,2900,154,2015,973,4.877484781,5.391989842,9.542025784105704
Sony,Android,10.31,yes,no,23.0,5.1,32.0,4,2700,138,2015,700,4.377390906,5.31266396,17.604596508302407
Sony,Android,12.7,yes,no,21.2,13.0,16.0,4,2600,142,2015,647,4.448984103,5.263415315,15.473436224555268
Sony,Android,12.7,yes,no,21.2,13.0,16.0,4,2600,142,2015,693,4.733387484,5.013564334,5.588376478984266
Sony,Android,15.24,yes,no,13.0,13.0,16.0,4,2930,187,2015,894,4.913022465,5.664903037,13.272611500834769
Sony,Android,15.24,yes,no,13.0,13.0,16.0,4,2930,187,2015,848,4.428433007,5.293857436,16.34770938701191
Sony,Android,12.75,yes,no,20.7,5.1,32.0,4,2930,144,2015,545,4.539030383,5.770131855,21.3357597874165
Sony,Android,12.75,yes,no,20.7,5.1,32.0,4,2930,144,2015,795,4.29837325,5.66787892,24.162578088383015
Sony,Android,12.83,yes,no,13.0,5.0,16.0,4,2600,147,2015,842,4.307303088,5.521140867,21.985270947443833
Sony,Android,12.83,yes,no,13.0,5.0,16.0,4,2600,147,2015,806,4.585477553,5.384495063,14.839228203411587
Sony,Android,12.7,yes,no,13.0,5.0,32.0,4,2400,135,2015,765,4.416790315,5.30051495,16.67242981740859
Sony,Android,12.7,yes,no,13.0,5.0,32.0,4,2400,136,2015,797,4.299052551,5.253372301,18.165850339949092
Sony,Android,25.43,no,no,8.1,5.1,32.0,4,6000,389,2015,662,4.853903508,5.988434963,18.945374910302757
Sony,Android,25.43,yes,no,8.1,5.1,32.0,4,6000,393,2015,631,4.533136983,6.213927867,27.04876722058672
Sony,Android,10.34,yes,no,5.0,2.0,32.0,4,2300,135,2015,817,3.788045826,4.864761378,22.132957165571383
Sony,Android,10.34,yes,no,5.0,2.0,32.0,4,2300,135,2015,1010,4.065430552,4.99396376,18.59311065565282
Sony,Android,12.7,no,no,5.0,2.0,32.0,4,2300,144,2015,682,4.186923744,4.783483721,12.471245054750343
Sony,Android,12.7,no,no,5.0,2.0,32.0,4,2300,144,2015,713,4.127134385,4.782730426,13.70756832616014
Sony,Android,10.29,no,no,5.0,0.3,16.0,4,2330,143,2014,954,3.390136434,5.239681391,35.29880576664247
Sony,Android,10.29,yes,no,5.0,0.3,16.0,4,2330,143,2014,879,4.21597205,5.13066765,17.828003339877217
Sony,Android,20.32,yes,no,8.1,2.2,16.0,4,4500,270,2014,617,4.935552488,5.940828931,16.9214844372027
Sony,Android,12.75,yes,no,20.7,2.2,16.0,4,3100,152,2014,982,4.966544073,5.992314186,17.118096300700213
Sony,Android,12.75,yes,no,20.7,2.2,32.0,4,3200,170,2014,1094,4.724640686,5.914367497,20.115875646947476
Sony,Android,12.75,yes,no,20.7,2.2,16.0,4,3100,152,2014,686,4.422208424,5.189729426,14.789229630253953
Sony,Android,10.31,yes,no,20.7,2.2,16.0,4,2600,129,2014,1047,4.415582293,5.701045399,22.54784896512977
Sony,Android,10.36,yes,no,8.0,0.3,32.0,4,2300,149,2014,1046,3.73289634,5.299067085,29.55559384091096
Sony,Android,12.83,no,no,8.0,5.0,32.0,4,2500,149,2014,615,4.138680376,5.5198997,25.02254386977357
Sony,Android,12.83,yes,no,8.0,5.0,32.0,4,2500,149,2014,808,4.118549251,5.25248283,21.588525192761075
Sony,Android,12.7,yes,no,20.7,0.3,16.0,4,3000,163,2014,568,4.539350845,5.526090186,17.856012257994657
Sony,Android,12.78,yes,no,8.0,1.1,32.0,4,2500,148,2014,845,4.377265318,5.295964601,17.347156792296687
Sony,Android,10.36,yes,no,8.0,0.3,32.0,4,2300,148,2014,724,4.068171688,5.131849474,20.72698724678144
Sony,Android,10.36,no,no,8.0,0.3,32.0,4,2300,148,2014,962,3.683615624,5.197502061,29.12719262508051
Sony,Android,25.43,yes,no,8.1,2.2,16.0,4,6000,439,2014,626,5.162211234,5.859931157,11.906623206085563
Sony,Android,25.43,no,no,8.1,2.2,16.0,4,6000,426,2014,687,5.176714545,5.93740427,12.811822985400315
Sony,Android,12.75,yes,no,20.7,2.2,16.0,4,3200,163,2014,1032,4.770854102,5.56471196,14.26592901315237
Sony,Android,10.16,no,no,3.15,2.0,16.0,4,1750,122,2014,666,4.01566204,4.799008503,16.323089707182376
Sony,Android,10.16,no,no,3.15,2.0,16.0,4,1700,120,2014,756,3.789403292,4.944424264,23.360070057289086
Sony,Android,15.24,no,no,13.0,1.1,32.0,4,3000,171,2014,1014,4.814052528,5.636965805,14.59851461703163
Sony,Android,15.24,yes,no,13.0,1.1,32.0,4,3000,171,2014,647,4.114637265,5.43581588,24.305065590264256
Sony,Android,12.7,yes,no,20.7,2.0,32.0,4,3000,162,2014,794,4.527100531,5.557368456,18.53877303902125
Sony,Android,10.24,yes,no,20.7,2.0,16.0,4,2300,137,2014,1054,4.36500763,5.772219636,24.379044713121168
Sony,Android,12.7,yes,no,20.7,2.0,16.0,4,3000,170,2013,1060,4.422808628,5.799819663,23.742307778716874
Sony,Android,15.34,yes,no,8.0,2.0,16.0,4,3050,212,2013,1081,4.121959729,5.634468123,26.84385395359526
Sony,Android,12.7,no,no,8.0,0.3,16.0,4,2390,153,2013,763,4.273605886,5.393309314,20.76097184141587
Sony,Android,10.16,no,no,5.0,0.3,16.0,4,1750,115,2013,934,3.918402612,4.873287103,19.594258881488273
Sony,Android,11.56,yes,no,13.1,0.3,32.0,4,2300,138,2013,601,4.392842927,5.437122329,19.206472446465344
Sony,Android,10.24,no,no,8.0,0.3,32.0,4,1750,137,2013,673,3.697343533,4.863680881,23.980548406378873
Sony,Android,10.31,yes,no,8.0,0.3,32.0,4,2370,155,2013,588,4.325720798,5.191288794,16.67347031435447
Sony,Android,25.43,yes,no,8.1,2.2,16.0,4,6000,495,2013,704,5.030241824,5.857475907,14.122705686444412
Sony,Android,25.43,no,no,8.1,2.2,16.0,4,6000,495,2013,607,4.829912459,5.702147806,15.296610622443064
Sony,Android,12.7,yes,no,13.1,2.2,16.0,4,2330,146,2013,930,4.566117459,5.598755237,18.44406005062871
Sony,Android,12.7,yes,no,13.0,2.0,16.0,4,2370,151,2013,558,4.213312081,5.558795238,24.204582097254796
Spice,Android,10.29,no,no,5.0,2.0,16.0,4,1700,107,2014,811,3.548754946,4.494797129,21.047494599839155
Spice,Android,12.7,no,no,8.0,1.3,16.0,4,1800,177,2014,592,4.110709916,4.406597289,6.714645192076215
Spice,Android,7.75,no,no,2.0,1.3,16.0,4,1750,112,2014,998,3.057297629,3.689129423,17.126853562274714
Spice,Android,10.16,no,no,2.0,1.3,16.0,4,1750,122,2014,593,3.335413641,3.945651186,15.466079393060669
Spice,Android,10.16,no,no,2.0,1.3,16.0,4,1750,155,2014,1055,3.667400422,4.077537444,10.058448944558602
Spice,Android,12.7,no,no,8.0,1.3,16.0,4,1800,190,2014,692,4.061304708,4.391357962,7.515972436227464
Spice,Android,10.29,no,no,3.15,1.3,16.0,4,1450,156,2014,711,3.374853406,4.094511215,17.57615918509579
Spice,Android,10.29,no,no,5.0,1.3,16.0,4,2100,158,2013,1053,3.587400285,4.715727177,23.92689079858531
Spice,Android,10.16,no,no,3.15,1.3,512.0,0,2100,158,2013,1025,3.02140002,3.902578547,22.579392480835054
Spice,Android,7.75,no,no,1.3,0.3,512.0,0,2100,158,2013,794,2.660259537,3.732657076,28.730138267863754
Spice,Android,10.29,no,no,8.0,2.0,16.0,4,2100,155,2013,802,4.009512627,5.006694205,19.91696590944482
Spice,Android,10.29,no,no,8.0,1.3,16.0,4,2100,190,2013,814,3.785552341,4.382151627,13.614300388971914
Spice,Android,10.29,no,no,5.0,1.3,16.0,4,1730,123,2013,1086,3.842029634,4.367420482,12.029774787322614
Spice,Android,10.29,no,no,3.15,1.3,16.0,4,2100,108,2013,1083,3.461351304,4.248066579,18.519372527941723
Spice,Android,10.16,no,no,5.0,1.3,16.0,4,2100,100,2013,1020,3.370050653,4.245490733,20.620468517225703
Spice,Android,7.75,no,no,3.15,1.3,16.0,4,2100,125,2013,1028,3.294354286,3.660737148,10.008444943941658
Spice,Android,12.7,no,no,8.0,2.0,32.0,4,2100,175,2013,894,4.28661645,5.06354395,15.343552019529708
Spice,Android,12.7,no,no,5.0,0.3,16.0,4,2000,161,2013,967,3.568969157,4.874433673,26.781870542851067
Spice,Android,12.7,no,no,8.0,3.0,16.0,4,2100,176,2013,1088,4.100160948,5.395897695,24.013367566265543
Spice,Android,12.7,no,no,5.0,1.3,16.0,4,2100,186,2013,667,4.023206534,4.492001488,10.436215465474483
Spice,Android,10.29,no,no,5.0,1.3,16.0,4,2100,143,2013,878,3.673511977,4.380650688,16.14232134365515
Spice,Android,10.29,no,no,3.15,1.3,16.0,4,2100,130,2013,1054,3.547603867,4.238011912,16.290847202319057
Spice,Android,10.16,no,no,3.15,1.3,16.0,4,1300,90,2013,858,3.237893831,3.909219078,17.172873497370155
Spice,Android,7.75,no,no,3.15,1.3,16.0,4,1500,135,2013,615,3.161246712,3.695110004,14.447832173388253
Spice,Android,17.78,no,no,3.15,1.3,16.0,4,3000,450,2013,959,4.341595189,4.790404164,9.368916685001436
Spice,Android,12.7,no,no,5.0,1.3,16.0,4,2100,185,2013,747,3.888344878,4.600157644,15.473660276152057
Spice,Android,12.78,no,no,8.0,5.0,16.0,4,2550,196,2013,912,4.134366237,5.34610703,22.665853605254135
Spice,Android,12.78,no,no,8.0,5.0,16.0,4,2550,196,2013,730,3.986388087,5.249757176,24.06528619601053
Spice,Android,25.4,no,no,3.15,0.3,16.0,4,7600,158,2013,917,4.39172941,5.189283446,15.369251733874167
Spice,Android,10.29,no,no,8.0,1.3,16.0,4,2100,158,2013,994,4.306090069,5.006894974,13.99679659028534
Others,Android,7.75,no,no,3.15,0.3,16.0,4,1750,100,2013,587,3.555919327,4.500698164,20.99182843579822
Others,Android,17.78,no,no,0.3,2.0,32.0,4,3500,354,2014,571,4.333492688,4.388132953,1.2451825317335736
Others,Android,17.78,no,no,0.3,2.0,32.0,4,3500,354,2014,791,4.146937012,4.24247717,2.2519899146563818
Others,Android,25.43,no,no,8.0,1.2,32.0,4,2000,630,2013,1085,5.094486126,5.350909817,4.792151237259399
Others,Android,25.43,no,no,8.0,1.2,32.0,4,2000,671,2013,549,4.935264987,6.086615623,18.91610555543044
Others,Android,25.43,no,no,1.2,0.3,16.0,4,2000,598,2013,667,4.987639574,5.435162014,8.233838087020457
Others,Android,12.7,yes,no,13.0,8.0,16.0,4,2200,153,2016,779,4.620058798,5.070161273,8.877478462014999
Others,Android,15.24,yes,no,13.0,8.0,16.0,4,2500,207,2016,724,4.654626795,5.252273428,11.378817976496238
Others,Android,12.83,no,no,8.0,5.0,32.0,4,2500,170,2015,1044,4.447111881,4.943996792,10.050267666112198
Others,Android,12.7,no,no,8.0,5.0,32.0,4,2500,161,2015,790,4.178685711,4.692723083,10.953925107197717
Others,Android,12.83,no,no,8.0,5.0,32.0,4,2500,172,2015,590,4.099000374,4.941570991,17.050663008475635
Others,Android,12.7,no,no,8.0,1.3,16.0,4,2100,159,2014,873,3.949896658,4.687395126,15.733652661565703
Others,Android,10.29,yes,no,8.0,1.3,32.0,4,2500,130,2015,943,4.12049952,5.068023311,18.696121403850427
Others,Others,5.18,no,no,1.3,2.0,128.0,0,2100,98,2014,713,3.335057579,4.246063717,21.455310111164785
Others,Android,10.29,no,no,5.0,0.3,16.0,4,1650,142,2014,958,3.744314161,4.506343832,16.91015376120993
Others,Android,12.7,no,no,8.0,2.0,32.0,4,2500,112,2015,1087,4.251490751,4.867303655,12.652033808644703
Others,Android,12.7,no,no,8.0,5.0,32.0,4,2500,135,2015,547,4.009694033,5.192512308,22.77930614006742
Others,Android,10.16,no,no,8.0,1.3,16.0,4,2500,128,2015,782,3.903385812,4.373868447,10.756670912740889
Others,Android,10.16,no,no,5.0,1.3,512.0,0,2500,112,2015,543,3.073618812,3.913422026,21.459561693589755
Others,Others,5.13,no,no,2.0,2.0,128.0,0,2100,110,2014,927,3.780318514,4.107589789,7.967477080511366
Others,Android,7.75,no,no,2.0,0.3,16.0,4,1200,105,2014,1088,3.408172995,4.112511866,17.12673164114343
Others,Android,12.7,yes,no,8.0,2.0,16.0,4,2000,140,2014,621,4.154812309,5.194843958,20.02045985228031
Others,Android,17.78,no,no,3.15,0.3,16.0,4,2500,250,2014,683,4.284827171,4.70157068,8.86392096098404
Vivo,Android,15.42,yes,no,13.0,16.0,256.0,4,4000,190,2019,407,5.408740048,6.273556021,13.78510003106896
Vivo,Android,16.59,yes,no,13.0,16.0,128.0,4,3940,189,2019,351,4.749010756,5.705547583,16.7650311049908
Vivo,Android,16.23,yes,no,13.0,16.0,256.0,4,4000,188,2019,237,5.196616812,6.172785604,15.814072521284997
Vivo,Android,16.59,yes,no,13.0,16.0,64.0,4,4000,189,2019,415,5.001123534,5.735378036,12.802198867994544
Vivo,Android,16.28,yes,no,13.0,12.0,256.0,4,4000,180,2019,305,4.941499555,5.989813184,17.501608093558865
Vivo,Android,16.23,yes,no,13.0,16.0,128.0,4,3700,185,2019,430,5.07467369,5.884352498,13.759862419445426
Vivo,Android,15.9,yes,no,13.0,16.0,64.0,4,3260,149,2019,375,4.808845454,5.356020077,10.216067436895832
Vivo,Android,16.23,yes,no,13.0,12.0,128.0,4,3500,199,2018,603,4.830231896,6.552194,26.28069474133397
Vivo,Android,15.29,yes,no,13.0,8.0,128.0,4,4030,165,2018,411,4.761062206,5.435118408,12.401867841698731
Vivo,Android,15.8,yes,no,13.0,20.0,64.0,4,4030,163,2018,607,4.973417906,5.521620905,9.928298382519978
Vivo,Android,15.9,yes,no,13.0,16.0,32.0,4,3260,156,2018,623,4.645928178,5.137620306,9.570425580609255
Vivo,Android,15.29,yes,no,13.0,8.0,64.0,4,4030,163,2018,621,4.311335894,5.297867265,18.62129271371996
Vivo,Android,15.8,yes,no,13.0,8.0,16.0,4,4030,163,2019,261,4.203647297,4.595523809,8.52735244745199
Vivo,Android,15.8,yes,no,13.0,8.0,64.0,4,4030,163,2019,198,4.526667958,5.305541212,14.680373271596778
Vivo,Android,15.8,yes,no,13.0,8.0,32.0,4,4030,163,2018,538,4.747624154,5.292349595,10.29269573413356
Vivo,Android,15.8,yes,no,13.0,5.0,16.0,4,3260,143,2018,558,4.191017449,4.874204464,14.016379904575125
Vivo,Android,15.32,yes,no,13.0,12.0,64.0,4,3315,164,2018,477,4.794467357,5.521660898,13.169833396748373
Vivo,Android,15.32,yes,no,13.0,24.0,128.0,4,3315,164,2018,648,4.888542987,5.855616187,16.51531058587805
Vivo,Android,15.24,yes,no,8.0,5.0,16.0,4,3360,150,2018,589,4.085135623,4.78615752,14.64686220774446
Vivo,Android,15.32,yes,no,13.0,25.0,128.0,4,3315,164,2018,448,5.159974417,5.628160537,8.318634781685871
